absolute_page,rotation,word,confidence,left,top,width,height,block_num,par_num,line_num,word_num
50,0,B/E/El2,0.0,865,1115,114,40,1,1,36,10
50,0,E,88.0,1080,1131,10,7,1,1,36,11
50,0,EME,0.0,128,1137,134,32,1,1,37,1
50,0,Ble,72.0,334,1130,56,40,1,1,37,2
50,0,iz,24.0,413,1130,25,40,1,1,37,3
50,0,|,0.0,460,1130,10,40,1,1,37,4
50,0,E/E,0.0,479,1130,44,40,1,1,37,5
50,0,E,18.0,636,1138,13,34,1,1,37,6
50,0,RISE,0.0,675,1139,140,31,1,1,37,7
50,0,ESE,45.0,859,1139,120,23,1,1,37,8
50,0,:,71.0,1076,1141,11,28,1,1,37,9
50,0,El,17.0,130,1158,54,10,1,1,38,1
50,0,2,78.0,332,1165,13,4,1,1,38,2
50,0,15,89.0,363,1154,27,21,1,1,38,3
50,0,18,84.0,413,1154,25,21,1,1,38,4
50,0,|,22.0,461,1154,11,21,1,1,38,5
50,0,2/28,22.0,478,1154,45,21,1,1,38,6
50,0,e|/,38.0,903,1155,27,20,1,1,38,7
50,0,>],32.0,935,1159,44,9,1,1,38,8
50,0,els,28.0,127,1165,59,27,1,1,39,1
50,0,[EE,52.0,206,1156,56,40,1,1,39,2
50,0,3,46.0,331,1176,13,21,1,1,39,3
50,0,(ela,28.0,365,1151,75,51,1,1,39,4
50,0,51€),39.0,478,1151,66,51,1,1,39,5
50,0,|,7.0,565,1185,1,4,1,1,39,6
50,0,2],49.0,590,1151,35,51,1,1,39,7
50,0,2/3],66.0,637,1151,69,51,1,1,39,8
50,0,2],42.0,722,1151,26,51,1,1,39,9
50,0,ble,22.0,764,1151,48,51,1,1,39,10
50,0,8/3],21.0,858,1160,70,37,1,1,39,11
50,0,9/8,21.0,937,1160,42,37,1,1,39,12
50,0,3,31.0,1077,1169,10,21,1,1,39,13
50,0,3,67.0,173,1190,10,9,1,1,40,1
50,0,1315,69.0,206,1178,56,37,1,1,40,2
50,0,EE,59.0,332,1188,58,21,1,1,40,3
50,0,E|S|E|,9.0,478,1179,101,37,1,1,40,4
50,0,el,21.0,594,1179,28,37,1,1,40,5
50,0,=|2|,0.0,638,1179,65,37,1,1,40,6
50,0,Sl,22.0,717,1179,32,37,1,1,40,7
50,0,el,20.0,765,1188,46,13,1,1,40,8
50,0,alga,0.0,862,1179,116,37,1,1,40,9
50,0,3,96.0,1076,1191,11,14,1,1,40,10
50,0,JHE,21.0,150,1197,112,27,1,1,41,1
50,0,Fy,59.0,327,1190,15,36,1,1,41,2
50,0,$,62.0,426,1202,12,20,1,1,41,3
50,0,SIISE,0.0,480,1194,91,38,1,1,41,4
50,0,E|E|5,0.0,589,1194,97,38,1,1,41,5
50,0,=/5)5,16.0,714,1194,98,38,1,1,41,6
50,0,|,89.0,836,1194,14,38,1,1,41,7
50,0,218],32.0,865,1194,61,38,1,1,41,8
50,0,sisle,20.0,936,1194,77,38,1,1,41,9
50,0,E,70.0,1078,1206,9,21,1,1,41,10
50,0,-,53.0,127,1226,11,18,1,1,42,1
50,0,EEES,52.0,165,1217,97,42,1,1,42,2
50,0,FACE,23.0,331,1219,192,31,1,1,42,3
50,0,2],55.0,588,1211,33,43,1,1,42,4
50,0,213),50.0,636,1211,68,43,1,1,42,5
50,0,2],73.0,717,1211,33,43,1,1,42,6
50,0,2,73.0,763,1221,10,13,1,1,42,7
50,0,EAN,0.0,846,1219,166,26,1,1,42,8
50,0,E,67.0,1079,1228,10,13,1,1,42,9
50,0,el,45.0,125,1237,40,33,1,1,43,1
50,0,=,67.0,173,1246,10,15,1,1,43,2
50,0,SS,2.0,221,1240,41,15,1,1,43,3
50,0,|elsle,0.0,287,1231,102,42,1,1,43,4
50,0,18,58.0,413,1231,24,42,1,1,43,5
50,0,jelelel,14.0,462,1231,116,42,1,1,43,6
50,0,21242],44.0,588,1231,116,42,1,1,43,7
50,0,2],71.0,717,1231,32,42,1,1,43,8
50,0,2/22!,44.0,763,1231,81,42,1,1,43,9
50,0,2,71.0,858,1239,11,22,1,1,43,10
50,0,|2l4|,0.0,885,1231,71,42,1,1,43,11
50,0,srg,2.0,967,1231,45,42,1,1,43,12
50,0,Es,15.0,1078,1242,9,16,1,1,43,13
50,0,EMPIECE,42.0,134,1254,255,27,1,1,44,1
50,0,EEC,26.0,476,1260,122,28,1,1,44,2
50,0,5],49.0,591,1248,34,45,1,1,44,3
50,0,eal,8.0,637,1260,88,28,1,1,44,4
50,0,|,29.0,730,1248,23,45,1,1,44,5
50,0,asl,0.0,764,1253,105,27,1,1,44,6
50,0,2],40.0,865,1248,27,45,1,1,44,7
50,0,al,58.0,902,1248,27,45,1,1,44,8
50,0,eles,22.0,936,1266,76,23,1,1,44,9
50,0,2,71.0,1075,1260,12,24,1,1,44,10
50,0,Weeolels,3.0,150,1276,112,22,1,1,45,1
50,0,|sigelgei/s,0.0,302,1275,135,28,1,1,45,2
50,0,ala,0.0,479,1283,118,14,1,1,45,3
50,0,2),71.0,590,1271,33,36,1,1,45,4
50,0,IE,51.0,635,1277,90,19,1,1,45,5
50,0,|,48.0,728,1271,18,36,1,1,45,6
50,0,LIE,43.0,764,1277,66,16,1,1,45,7
50,0,SI,44.0,860,1271,30,36,1,1,45,8
50,0,ESE:,0.0,899,1278,187,24,1,1,45,9
50,0,2315/18,43.0,174,1295,89,18,1,1,46,1
50,0,|,0.0,285,1284,12,33,1,1,46,2
50,0,E],0.0,304,1284,26,33,1,1,46,3
50,0,ESIELIS,16.0,333,1288,104,24,1,1,46,4
50,0,2/8),0.0,479,1284,60,33,1,1,46,5
50,0,8],0.0,548,1284,29,33,1,1,46,6
50,0,2],88.0,590,1284,37,33,1,1,46,7
50,0,sre],3.0,640,1284,67,33,1,1,46,8
50,0,8],34.0,720,1284,31,33,1,1,46,9
50,0,El,26.0,764,1288,47,21,1,1,46,10
50,0,8],66.0,863,1284,28,33,1,1,46,11
50,0,8],58.0,902,1284,25,33,1,1,46,12
50,0,3,58.0,935,1298,9,12,1,1,46,13
50,0,ere!,75.0,1001,1296,85,13,1,1,46,14
50,0,&,64.0,1074,1286,17,32,1,1,46,15
50,0,sa,82.0,172,1308,29,9,1,1,47,1
50,0,E.,41.0,250,1309,30,10,1,1,47,2
50,0,ala,2.0,303,1297,57,26,1,1,47,3
50,0,ag|E|E|Elal|El,5.0,429,1298,237,26,1,1,47,4
50,0,EEE,39.0,675,1309,97,8,1,1,47,5
50,0,gl,0.0,819,1298,30,27,1,1,47,6
50,0,elyciels|s|],0.0,858,1302,228,16,1,1,47,7
50,0,2],12.0,1037,1298,26,27,1,1,47,8
50,0,ail,0.0,172,1306,44,44,1,1,48,1
50,0,ele2|alel2,0.0,223,1306,165,44,1,1,48,2
50,0,822,0.0,399,1310,59,27,1,1,48,3
50,0,2|,0.0,476,1306,30,44,1,1,48,4
50,0,ale],16.0,511,1306,61,44,1,1,48,5
50,0,2,59.0,586,1320,12,16,1,1,48,6
50,0,ais},0.0,634,1320,90,17,1,1,48,7
50,0,2/2/28),0.0,761,1314,325,23,1,1,48,8
50,0,ele,0.0,855,1310,81,36,1,1,48,9
50,0,33/8],34.0,969,1314,90,23,1,1,48,10
50,0,=,75.0,1074,1310,15,36,1,1,48,11
50,0,Mele,12.0,125,1329,57,52,1,1,49,1
50,0,Slelee,10.0,190,1329,90,52,1,1,49,2
50,0,IEEE,34.0,302,1333,298,44,1,1,49,3
50,0,"ele,",51.0,637,1337,90,30,1,1,49,4
50,0,ef),17.0,715,1331,35,41,1,1,49,5
50,0,EJES,44.0,762,1331,68,41,1,1,49,6
50,0,ELE),54.0,860,1331,67,41,1,1,49,7
50,0,EEES,2.0,933,1335,155,33,1,1,49,8
50,0,MISSA,10.0,139,1354,171,24,1,1,50,1
50,0,BE,2.0,248,1350,40,39,1,1,50,2
50,0,S1E,0.0,300,1350,43,39,1,1,50,3
50,0,SoS,38.0,352,1359,55,19,1,1,50,4
50,0,83181813),38.0,425,1355,299,24,1,1,50,5
50,0,|,52.0,599,1350,21,39,1,1,50,6
50,0,El,61.0,632,1350,53,39,1,1,50,7
50,0,81s,34.0,720,1350,51,39,1,1,50,8
50,0,sel,50.0,800,1350,44,39,1,1,50,9
50,0,SI,72.0,859,1350,34,39,1,1,50,10
50,0,al,40.0,902,1350,26,39,1,1,50,11
50,0,els,34.0,934,1350,43,39,1,1,50,12
50,0,sel,8.0,1002,1350,60,39,1,1,50,13
50,0,2,75.0,1075,1368,11,14,1,1,50,14
50,0,g,63.0,299,1404,10,6,1,1,51,1
50,0,3,81.0,386,1405,10,13,1,1,51,2
50,0,E,43.0,544,1405,11,13,1,1,51,3
50,0,sis,48.0,760,1396,59,34,1,1,51,4
50,0,E,57.0,898,1406,10,14,1,1,51,5
50,0,Su:,23.0,133,1400,57,49,1,1,52,1
50,0,EajE,19.0,298,1411,98,28,1,1,52,2
50,0,E,85.0,544,1419,11,20,1,1,52,3
50,0,NENE,0.0,760,1413,59,28,1,1,52,4
50,0,EIE,0.0,898,1407,44,34,1,1,52,5
50,0,E,78.0,1033,1421,11,21,1,1,52,6
65,90,[DISTRITO,62.0,113,122,63,11,1,1,1,1
65,90,SANTIAGO,95.0,183,121,73,13,1,1,1,2
65,90,DE,95.0,261,123,18,11,1,1,1,3
65,90,CALT,74.0,284,123,29,12,1,1,1,4
65,90,DEPARTAMENTO,79.0,113,142,116,13,1,1,2,1
65,90,ADMINISTRATIVO,96.0,233,144,123,12,1,1,2,2
65,90,DE,96.0,361,145,18,11,1,1,2,3
65,90,HACIENDA,86.0,384,145,72,12,1,1,2,4
65,90,SUBDIRECCION,80.0,112,163,103,13,1,1,3,1
65,90,DE,96.0,220,165,18,12,1,1,3,2
65,90,FINANZAS,90.0,243,165,68,12,1,1,3,3
65,90,PUBLICAS,95.0,316,166,66,12,1,1,3,4
65,90,[GRUPO,92.0,112,185,50,12,1,1,4,1
65,90,DE,96.0,167,186,17,11,1,1,4,2
65,90,"SEGUIMIENTO,",96.0,188,186,104,15,1,1,4,3
65,90,MANEJO,96.0,296,187,59,12,1,1,4,4
65,90,Y,97.0,359,187,9,12,1,1,4,5
65,90,CONTROL,94.0,373,188,66,12,1,1,4,6
65,90,PRESUPUESTAL,92.0,442,188,107,14,1,1,4,7
65,90,RESUMEN,64.0,112,220,68,12,1,1,5,1
65,90,POR,96.0,185,221,29,12,1,1,5,2
65,90,ORGANISMOS,87.0,218,221,97,14,1,1,5,3
65,90,-,65.0,326,228,6,4,1,1,5,4
65,90,EJECUCION,95.0,343,223,76,12,1,1,5,5
65,90,A,84.0,425,224,6,12,1,1,5,6
65,90,SEPTIEMBRE,70.0,436,224,88,12,1,1,5,7
65,90,30,95.0,528,225,16,12,1,1,5,8
65,90,DE,96.0,549,226,17,11,1,1,5,9
65,90,2025,94.0,571,226,33,12,1,1,5,10
65,90,REPORTE,22.0,112,242,62,12,1,1,6,1
65,90,GENERADO,96.0,178,242,77,13,1,1,6,2
65,90,OCTUBRE,96.0,264,244,66,12,1,1,6,3
65,90,DE,96.0,334,245,18,11,1,1,6,4
65,90,2025,96.0,356,245,32,12,1,1,6,5
65,90,|,67.0,107,264,6,33,1,1,7,1
65,90,VOTAL,71.0,111,272,45,12,1,1,7,2
65,90,CONSOLIDADO,93.0,160,272,102,13,1,1,7,3
65,90,ADIVION.,74.0,266,274,62,12,1,1,7,4
65,90,CENTRAL,96.0,332,274,63,13,1,1,7,5
65,90,Y,96.0,402,275,9,12,1,1,7,6
65,90,CONCEJO,93.0,418,275,64,12,1,1,7,7
65,90,DISTRITAL,90.0,487,276,70,13,1,1,7,8
65,90,A,88.0,564,277,11,12,1,1,7,9
65,90,SEPTIEMBRE,88.0,586,277,107,13,1,1,7,10
65,90,30,90.0,679,264,14,33,1,1,7,11
65,90,DE,90.0,697,278,18,11,1,1,7,12
65,90,2025,96.0,719,278,33,12,1,1,7,13
65,90,E,28.0,111,321,72,23,1,1,8,1
65,90,RA,60.0,259,318,56,35,1,1,8,2
65,90,Ca,48.0,312,322,209,33,1,1,8,3
65,90,EII,16.0,532,337,115,13,1,1,8,4
65,90,ES,25.0,654,327,128,27,1,1,8,5
65,90,TE,31.0,793,329,102,29,1,1,8,6
65,90,peesancaane,0.0,908,341,133,11,1,1,8,7
65,90,EE,34.0,1048,331,106,31,1,1,8,8
65,90,Ca,44.0,1174,331,119,33,1,1,8,9
65,90,Y,82.0,1279,327,11,41,1,1,8,10
65,90,|,67.0,1307,340,5,9,1,1,8,11
65,90,2,42.0,1315,332,78,21,1,1,8,12
65,90,TOTAL,94.0,130,371,39,10,1,1,9,1
65,90,CONSOLIDA,65.0,110,385,74,22,1,1,10,1
65,90,7.183.039.078.019),40.0,539,389,111,23,1,1,10,2
65,90,"890.282.904,238|",44.0,686,395,97,12,1,1,10,3
65,90,920.121.968.285},75.0,806,396,96,12,1,1,10,4
65,90,63.257.333.771|,83.0,951,398,90,12,1,1,10,5
65,90,"4.052.213.179,277)",46.0,1052,399,109,12,1,1,10,6
65,90,5.035.592.481,75.0,1189,397,85,22,1,1,10,7
65,90,333),53.0,1278,397,22,22,1,1,10,8
65,90,DO,75.0,140,408,18,10,1,1,11,1
65,90,EJECUCION,9.0,111,446,75,13,1,1,12,1
65,90,PRESUPUESTAL,88.0,191,447,106,13,1,1,12,2
65,90,ADMINISTRACION,96.0,300,449,124,12,1,1,12,3
65,90,CENTRAL,96.0,429,450,63,12,1,1,12,4
65,90,A,94.0,499,451,10,11,1,1,12,5
65,90,SEPTIEMBRE,94.0,513,451,87,13,1,1,12,6
65,90,30,96.0,604,452,17,12,1,1,12,7
65,90,DE,96.0,625,452,18,12,1,1,12,8
65,90,2025,96.0,647,452,33,12,1,1,12,9
65,90,¡CNE,32.0,127,485,42,15,1,1,13,1
65,90,PEE,30.0,196,487,173,16,1,1,13,2
65,90,te,36.0,408,490,99,14,1,1,13,3
65,90,ia,46.0,548,490,6,4,1,1,13,4
65,90,PTOS,6.0,570,490,37,15,1,1,13,5
65,90,A,8.0,655,496,97,8,1,1,13,6
65,90,eee,34.0,842,495,51,13,1,1,13,7
65,90,SALDO:,48.0,954,487,52,27,1,1,13,8
65,90,TA,38.0,1051,496,58,14,1,1,13,9
65,90,NN,45.0,1174,499,124,13,1,1,13,10
65,90,ARDE,28.0,1336,498,29,14,1,1,13,11
65,90,Eee,15.0,127,508,107,15,1,1,14,1
65,90,A,26.0,276,500,108,24,1,1,14,2
65,90,e,47.0,430,504,85,21,1,1,14,3
65,90,ET,40.0,537,514,41,12,1,1,14,4
65,90,FICADO:,78.0,584,504,46,29,1,1,14,5
65,90,Le,53.0,651,501,24,25,1,1,14,6
65,90,EE,27.0,693,506,88,23,1,1,14,7
65,90,od,39.0,795,501,101,28,1,1,14,8
65,90,OBLIGACIONES],45.0,926,508,100,29,1,1,14,9
65,90,ee,22.0,1083,510,44,23,1,1,14,10
65,90,Je,44.0,1168,509,23,24,1,1,14,11
65,90,SERIE,0.0,1197,508,101,25,1,1,14,12
65,90,EJECUCION),50.0,1317,522,70,14,1,1,14,13
65,90,lana2,1.0,104,563,36,36,1,1,15,1
65,90,[secretaria,30.0,108,567,154,28,1,1,15,2
65,90,DE,66.0,266,577,15,11,1,1,15,3
65,90,"contenno,",12.0,285,577,66,12,1,1,15,4
65,90,32.230.274.132|,72.0,557,569,92,32,1,1,15,5
65,90,151919000),34.0,711,582,71,11,1,1,15,6
65,90,—,56.0,800,572,6,36,1,1,15,7
65,90,12159001208),37.0,813,572,119,36,1,1,15,8
65,90,Z0ss00N),0.0,968,572,78,36,1,1,15,9
65,90,16008059375),69.0,1071,586,89,11,1,1,15,10
65,90,DEPARTAMENTO,83.0,192,606,98,11,1,1,16,1
65,90,—,6.0,298,594,9,34,1,1,16,2
65,90,ADMINISTRATIVO,78.0,311,607,103,11,1,1,16,3
65,90,“DE,77.0,436,608,15,11,1,1,16,4
65,90,GESTION],26.0,472,609,52,10,1,1,16,5
65,90,jem,47.0,103,592,38,57,1,1,17,1
65,90,noes,40.0,193,596,51,46,1,1,17,2
65,90,"PUBLICA,",76.0,248,621,57,29,1,1,17,3
65,90,amas,29.0,563,618,82,12,1,1,17,4
65,90,Ii,30.0,819,621,82,12,1,1,17,5
65,90,280-55,33.0,1078,624,81,12,1,1,17,6
65,90,402651208,52.0,1217,625,83,12,1,1,17,7
65,90,DEPARTAMENTO,93.0,192,694,98,12,1,1,18,1
65,90,ADMINISTRATIVO,82.0,309,696,103,11,1,1,18,2
65,90,DE,87.0,432,697,15,11,1,1,18,3
65,90,CONTRO?,14.0,467,697,57,11,1,1,18,4
65,90,|,40.0,107,685,80,45,1,1,19,1
65,90,[DISCIPLINARIO,67.0,191,713,85,12,1,1,19,2
65,90,INTERNO,95.0,280,714,53,11,1,1,19,3
65,90,DE,96.0,337,715,14,10,1,1,19,4
65,90,INSTRUCCIÓN,76.0,355,713,81,13,1,1,19,5
65,90,Me,29.0,559,703,86,39,1,1,19,6
65,90,|,36.0,645,687,29,58,1,1,19,7
65,90,mm,33.0,707,687,74,58,1,1,19,8
65,90,mam],31.0,828,687,132,58,1,1,19,9
65,90,y,55.0,1031,694,11,45,1,1,19,10
65,90,men,38.0,1080,687,83,58,1,1,19,11
65,90,Hare,26.0,1217,714,82,11,1,1,19,12
65,90,DEPARTAMENTO,0.0,191,743,99,12,1,1,20,1
65,90,ADMINISTRATIVO,95.0,309,745,103,11,1,1,20,2
65,90,DE,89.0,432,746,15,11,1,1,20,3
65,90,CONTROL!,51.0,466,746,58,12,1,1,20,4
65,90,e],34.0,106,727,84,62,1,1,21,1
65,90,PISCIPLINARIO,68.0,191,762,85,11,1,1,21,2
65,90,INTERNO,96.0,280,763,52,12,1,1,21,3
65,90,DE,85.0,336,764,15,11,1,1,21,4
65,90,JUZGAMIENTO,66.0,354,764,87,11,1,1,21,5
65,90,aan,25.0,829,759,71,11,1,1,21,6
65,90,Mi,19.0,974,760,65,12,1,1,21,7
65,90,2.76880,33.0,1088,757,71,42,1,1,21,8
65,90,Me,40.0,1227,763,72,12,1,1,21,9
65,90,|,69.0,1303,744,97,51,1,1,21,10
65,90,Juss,35.0,102,780,41,49,1,1,22,1
65,90,re,35.0,191,784,98,41,1,1,22,2
65,90,ADMINISTRATIVO,95.0,307,792,103,11,1,1,22,3
65,90,“DE,35.0,429,793,14,10,1,1,22,4
65,90,HACIENDA,3.0,461,793,62,11,1,1,22,5
65,90,ass,64.0,547,788,20,34,1,1,22,6
65,90,179.611.482,21.0,570,803,74,12,1,1,22,7
65,90,9967982598),54.0,698,805,82,12,1,1,22,8
65,90,26.764.507.913,20.0,811,806,89,12,1,1,22,9
65,90,316.438.3883],26.0,967,808,72,11,1,1,22,10
65,90,343.053.702.611],33.0,1062,809,97,11,1,1,22,11
65,90,=,60.0,1163,794,100,42,1,1,22,12
65,90,a,28.0,1314,796,86,42,1,1,22,13
65,90,DEPARTAMENTO,96.0,191,880,98,11,1,1,23,1
65,90,ADMINISTRATIVO,96.0,299,881,103,12,1,1,23,2
65,90,DE,96.0,413,882,15,11,1,1,23,3
65,90,GESTIÓN,93.0,439,880,51,13,1,1,23,4
65,90,DEL|,88.0,501,883,22,11,1,1,23,5
65,90,ee,33.0,102,866,38,57,1,1,24,1
65,90,|,51.0,163,870,23,46,1,1,24,2
65,90,MEDIO,79.0,190,899,40,11,1,1,24,3
65,90,AMBIENTE,93.0,236,895,59,29,1,1,24,4
65,90,-,57.0,299,905,4,3,1,1,24,5
65,90,DAGMA.,72.0,307,900,49,12,1,1,24,6
65,90,Toa,37.0,554,892,90,12,1,1,24,7
65,90,Sam,27.0,698,890,24,39,1,1,24,8
65,90,51.498,31.0,733,890,47,39,1,1,24,9
65,90,es,46.0,967,897,71,11,1,1,24,10
65,90,srsesse,5.0,1209,900,90,11,1,1,24,11
65,90,72,26.0,1366,879,39,57,1,1,24,12
65,90,DEPARTAMENTO,93.0,190,937,98,12,1,1,25,1
65,90,ADMINISTRATIVO,96.0,292,939,103,11,1,1,25,2
65,90,DE,85.0,400,939,15,11,1,1,25,3
65,90,TECNOLOGIAS,96.0,419,939,84,12,1,1,25,4
65,90,DEl,81.0,507,941,15,10,1,1,25,5
65,90,e,15.0,105,917,146,67,1,1,26,1
65,90,MIO,19.0,253,957,49,11,1,1,26,2
65,90,COMES,5.0,305,957,135,12,1,1,26,3
65,90,moco),27.0,554,919,98,76,1,1,26,4
65,90,«mo!,49.0,683,919,102,76,1,1,26,5
65,90,27077537275),20.0,810,941,93,33,1,1,26,6
65,90,68759669),48.0,974,955,64,11,1,1,26,7
65,90,—,70.0,1052,943,9,33,1,1,26,8
65,90,15.484.008.363,38.0,1069,956,89,11,1,1,26,9
65,90,cmo],49.0,1209,957,90,12,1,1,26,10
65,90,an],49.0,1361,926,44,75,1,1,26,11
65,90,Juss,49.0,101,981,58,46,1,1,27,1
65,90,[pemnamento,0.0,181,981,107,46,1,1,27,2
65,90,ADMINISTRATIVO,67.0,294,992,104,12,1,1,27,3
65,90,DE,96.0,405,993,15,11,1,1,27,4
65,90,CONTRATACIÓN),31.0,427,993,94,12,1,1,27,5
65,90,<p,50.0,554,988,11,35,1,1,27,6
65,90,529.975.150,56.0,561,1004,82,11,1,1,27,7
65,90,1850849.025/,45.0,698,1005,81,12,1,1,27,8
65,90,—,50.0,795,995,9,32,1,1,27,9
65,90,17.658.723.559),41.0,811,1007,88,11,1,1,27,10
65,90,200293),26.0,956,1008,82,12,1,1,27,11
65,90,emanmsoro,0.0,1074,992,89,46,1,1,27,12
65,90,Se,9.0,1208,1011,86,12,1,1,27,13
65,90,so,29.0,1346,995,57,45,1,1,27,14
65,90,[DEPARTAMENTO,53.0,189,1032,99,12,1,1,28,1
65,90,ADMINISTRATIVO,95.0,295,1034,104,11,1,1,28,2
65,90,DE,96.0,407,1034,14,11,1,1,28,3
65,90,DESARROLLO,94.0,430,1035,77,12,1,1,28,4
65,90,El,96.0,516,1036,5,11,1,1,28,5
65,90,Jevas,40.0,101,1065,36,36,1,1,29,1
65,90,(SECRETARIA,62.0,105,1069,154,28,1,1,29,2
65,90,DE,95.0,263,1080,15,10,1,1,29,3
65,90,EDUCACION,70.0,282,1080,70,11,1,1,29,4
65,90,66546498.459|,29.0,690,1084,89,12,1,1,29,5
65,90,—,21.0,793,1073,3,33,1,1,29,6
65,90,205.882.262.157),41.0,803,1085,96,12,1,1,29,7
65,90,36215062000),46.0,948,1087,89,12,1,1,29,8
65,90,22076051000),0.0,1061,1088,97,12,1,1,29,9
65,90,1060270275789],67.0,1191,1077,117,37,1,1,29,10
65,90,sms),0.0,1344,1077,60,37,1,1,29,11
65,90,1de2,37.0,767,1171,35,12,1,1,30,1
65,90,—,29.0,0,1204,63,3,1,1,31,1
65,90,-——,11.0,116,1191,89,25,1,1,31,2
65,90,—]],0.0,258,1191,134,25,1,1,31,3
65,90,———]—,39.0,402,1191,101,25,1,1,31,4
66,90,ema,56.0,128,120,43,13,1,1,1,1
66,90,TT,2.0,240,120,60,19,1,1,1,2
66,90,EN,62.0,313,122,2,3,1,1,1,3
66,90,ho,14.0,339,120,23,11,1,1,1,4
66,90,re,24.0,427,119,33,5,1,1,1,5
66,90,To,14.0,470,121,29,18,1,1,1,6
66,90,SBTCY,39.0,569,115,38,29,1,1,1,7
66,90,7,41.0,773,124,8,18,1,1,1,8
66,90,euimens,0.0,790,123,103,26,1,1,1,9
66,90,SATU,40.0,951,119,35,29,1,1,1,10
66,90,ie,20.0,1048,124,15,8,1,1,1,11
66,90,ca,44.0,1077,126,28,10,1,1,1,12
66,90,E,20.0,1166,142,2,3,1,1,1,13
66,90,de,44.0,1176,122,15,29,1,1,1,14
66,90,orar,47.0,1206,127,35,9,1,1,1,15
66,90,&,0.0,1278,130,3,7,1,1,1,16
66,90,Bel,65.0,1336,126,23,15,1,1,1,17
66,90,E,66.0,110,116,79,38,1,2,1,1
66,90,EE,42.0,199,124,153,28,1,2,1,2
66,90,EE.,52.0,406,126,114,28,1,2,1,3
66,90,[o,29.0,530,119,116,38,1,2,1,4
66,90,Cauca,38.0,658,128,68,22,1,2,1,5
66,90,EN,23.0,766,124,32,42,1,2,1,6
66,90,Eros,6.0,797,134,98,23,1,2,1,7
66,90,E,35.0,926,148,96,13,1,2,1,8
66,90,||,83.0,1038,128,11,40,1,2,1,9
66,90,Mae,17.0,1053,133,99,26,1,2,1,10
66,90,Lc,30.0,1173,132,119,30,1,2,1,11
66,90,B,47.0,1278,128,8,40,1,2,1,12
66,90,|,26.0,1301,143,2,20,1,2,1,13
66,90,ecco,0.0,1316,151,71,13,1,2,1,14
66,90,Jazas,48.0,104,184,37,37,1,3,1,1
66,90,[SECRETARIA,43.0,108,188,174,29,1,3,1,2
66,90,DE,96.0,267,184,13,37,1,3,1,3
66,90,BIENESTARSOCIAL,84.0,286,199,111,12,1,3,1,4
66,90,30.408.679.688|,44.0,693,202,89,12,1,3,1,5
66,90,—,60.0,798,192,9,32,1,3,1,6
66,90,82847580780),59.0,812,203,89,12,1,3,1,7
66,90,17050850,0.0,958,205,81,12,1,3,1,8
66,90,asemisTica,0.0,1063,206,96,12,1,3,1,9
66,90,—,70.0,1182,196,6,36,1,3,1,10
66,90,mazo],17.0,1203,200,197,28,1,3,1,11
66,90,mm,39.0,1365,196,39,36,1,3,1,12
66,90,[aua7,32.0,104,214,36,43,1,4,1,1
66,90,—,37.0,150,218,19,35,1,4,1,2
66,90,[uecnerama,0.0,186,214,76,43,1,4,1,3
66,90,e,57.0,272,232,10,10,1,4,1,4
66,90,vvewna,57.0,290,214,51,43,1,4,1,5
66,90,SOCIAL,70.0,345,220,42,34,1,4,1,6
66,90,Y,70.0,392,233,5,10,1,4,1,7
66,90,HABITAT.,73.0,403,220,51,34,1,4,1,8
66,90,26.973.856619),30.0,693,235,89,12,1,4,1,9
66,90,—,60.0,799,223,7,34,1,4,1,10
66,90,29:505.100.560),42.0,812,236,89,12,1,4,1,11
66,90,226893500,42.0,968,238,72,12,1,4,1,12
66,90,"25.760,57708]",51.0,1070,239,89,12,1,4,1,13
66,90,[e151,31.0,104,278,34,37,1,5,1,1
66,90,[SECRETARIA,69.0,108,282,155,29,1,5,1,2
66,90,DE,95.0,267,293,15,11,1,5,1,3
66,90,INFRAESTRUCTURA.,77.0,286,294,115,11,1,5,1,4
66,90,260281816916,43.0,549,295,96,12,1,5,1,5
66,90,—,24.0,662,285,14,32,1,5,1,6
66,90,63.203.496.725|,45.0,692,297,90,12,1,5,1,7
66,90,121.658.051.818,43.0,805,298,95,11,1,5,1,8
66,90,esreoazea|,30.0,968,292,193,28,1,5,1,9
66,90,—,59.0,1055,288,8,38,1,5,1,10
66,90,2080906757,28.0,1068,292,93,28,1,5,1,11
66,90,—,70.0,1182,288,10,38,1,5,1,12
66,90,Moesmecae),0.0,1203,288,107,38,1,5,1,13
66,90,se],14.0,1343,288,62,38,1,5,1,14
66,90,Jess:,48.0,103,337,59,41,1,6,1,1
66,90,secnerama:,0.0,193,337,74,41,1,6,1,2
66,90,DE,89.0,267,354,13,11,1,6,1,3
66,90,SEGURIDAD,85.0,285,342,66,34,1,6,1,4
66,90,Y,96.0,357,356,6,10,1,6,1,5
66,90,"JUSTICIA,",94.0,370,342,55,34,1,6,1,6
66,90,e,14.0,550,356,73,12,1,6,1,7
66,90,E,32.0,672,346,112,34,1,6,1,8
66,90,41.356.:08:55],32.0,811,346,89,34,1,6,1,9
66,90,420220207],56.0,957,346,87,42,1,6,1,10
66,90,—,45.0,1054,346,8,42,1,6,1,11
66,90,ez,12.0,1068,346,18,42,1,6,1,12
66,90,mesero),12.0,1089,346,74,42,1,6,1,13
66,90,e,18.0,1203,363,74,11,1,6,1,14
66,90,CS,41.0,1335,349,69,41,1,6,1,15
